METRO_ID	Metropolitan areas	Year	CO2_PC	ENTROPY_1000M	EQU_HOU_DISP_INC	GDP_PC	GINI_INC	GREEN_AREA_PC	LABOUR_PRODUCTIVITY	PCT_INTENSITY	POP_DENS	SPRAWL	UNEMP_R	Country
FR007	Bordeaux	2006				36940.28		1379.67	88417.84	0.88	195.5	-5.23	8.49	FR
FR007	Bordeaux	2007				37031.36		1364.38	85918.45	1.09	197.69		7.67	FR
FR007	Bordeaux	2008	5.81			35659.32		1349.14	83653.17	0.89	199.92		7.73	FR
FR007	Bordeaux	2009				35432.26		1333.93	82955.07		202.2		8.86	FR
FR007	Bordeaux	2010				35859.6		1318.77	83231.69		204.52		8.69	FR
FR007	Bordeaux	2011		0.041	30475.0	36695.08	0.348	1303.65	87992.48		206.9		9.65	FR
FR007	Bordeaux	2012				36744.8		1288.56	88602.85		209.32	7.2	10.19	FR
FR008	Nantes	2000	6.82			33804.64		658.58	83154.06	0.39	249.06		11.04	FR
FR008	Nantes	2001				34516.07		651.99	90807.45	0.53	251.57		8.92	FR
FR008	Nantes	2002				34378.64		645.39	90400.44	0.41	254.15		8.61	FR
FR008	Nantes	2003				34775.08		638.79	81778.49	0.51	256.77		8.5	FR
FR008	Nantes	2004				35426.68		632.19	82370.75	0.61	259.45		8.39	FR
FR008	Nantes	2005	6.53			35878.19		625.59	84227.04	0.48	262.19		8.08	FR
FR008	Nantes	2006				36495.53		618.99	86751.75	0.61	264.98	-3.57	7.7	FR
FR008	Nantes	2007				36867.36		612.4	86751.62	0.71	267.84		6.7	FR
FR008	Nantes	2008	6.23			36997.05		605.8	87932.89	0.67	270.75		6.62	FR
FR008	Nantes	2009				35765.41		599.21	82248.96		273.73		7.84	FR
FR008	Nantes	2010				35281.28		592.62	80958.15		276.77		9.07	FR
FR008	Nantes	2011		0.037	30539.0	36681.42	0.344	586.04	86161.53		279.89		8.84	FR
FR008	Nantes	2012				37081.6		579.45	85504.94		283.07	5.1	8.62	FR
FR009	Lille	2000	7.06			28423.4		42.05	80348.72	0.5	906.47		16.73	FR
FR009	Lille	2001				28627.31		41.95	79892.2	0.44	908.52		14.02	FR
FR009	Lille	2002				29118.75		41.85	79910.73	0.35	910.6		13.63	FR
FR009	Lille	2003				29668.36		41.76	79625.85	0.48	912.72		11.91	FR
FR009	Lille	2004				30272.93		41.66	79134.34	0.5	914.87		12.63	FR
FR009	Lille	2005	7.21			30592.15		41.56	80703.95	0.61	917.05		13.34	FR
FR009	Lille	2006				31436.98		41.46	83423.62	0.59	919.27	0.23	12.43	FR
FR009	Lille	2007				32003.32		41.36	84691.62	0.57	921.52		11.71	FR
FR009	Lille	2008	6.8			32092.58		41.26	85334.85	0.64	923.81		11.32	FR
FR009	Lille	2009				31092.56		41.15	84017.76		926.13		13.49	FR
FR009	Lille	2010				31022.56		41.05	82578.1		928.49		13.16	FR
FR009	Lille	2011		0.06	27829.0	31964.48	0.347	40.94	84659.4		930.89		12.82	FR
FR009	Lille	2012				31792.59		40.84	84080.72		933.33	8.3	13.53	FR
FR010	Montpellier	2000	5.97			28181.16		232.63	88483.01	0.91	247.95		17.75	FR
FR010	Montpellier	2001				28996.22		229.52	92448.65	1.18	251.31		14.49	FR
FR010	Montpellier	2002				28722.15		226.45	81316.27	1.21	254.72		14.18	FR
FR010	Montpellier	2003				29101.96		223.4	79779.26	1.36	258.2		12.71	FR
FR010	Montpellier	2004				29848.73		220.38	81178.18	1.42	261.74		11.81	FR
FR010	Montpellier	2005	5.83			30463.76		217.4	83437.1	1.43	265.33		12.85	FR
FR010	Montpellier	2006				31137.12		214.43	85160.33	1.11	268.99	-3.43	12.02	FR
FR010	Montpellier	2007				31255.7		211.5	82945.47	1.09	272.72		11.17	FR
FR010	Montpellier	2008	5.6			32563.71		208.6	87735.89	1.27	276.52		10.5	FR
FR010	Montpellier	2009				31971.67		205.72	87195.33		280.38		14.46	FR
FR010	Montpellier	2010				32078.6		202.88	87909.45		284.31		14.93	FR
FR010	Montpellier	2011		0.051	28702.0	32529.85	0.353	200.06	87166.35		288.32		13.04	FR
FR010	Montpellier	2012				32273.92		197.27	91439.84		292.4	5.6	16.2	FR
FR011	Saint-Étienne	2000	5.14			27025.11		1133.51	72454.97	0.53	284.67		9.45	FR
FR011	Saint-Étienne	2001				27460.68		1132.12	72188.5	0.51	285.02		8.55	FR
FR011	Saint-Étienne	2002				27574.2		1130.64	72821.82	0.39	285.39		7.83	FR
FR011	Saint-Étienne	2003				27238.59		1129.08	69867.02	0.37	285.79		8.13	FR
FR011	Saint-Étienne	2004				28258.79		1127.4	72790.98	0.83	286.21		9.26	FR
FR011	Saint-Étienne	2005	4.84			28750.32		1125.62	72993.52	0.54	286.67		9.07	FR
FR011	Saint-Étienne	2006				29613.91		1123.75	73429.88	0.65	287.14	4.05	8.54	FR
FR011	Saint-Étienne	2007				29999.19		1121.77	74654.14	0.71	287.65		7.41	FR
FR011	Saint-Étienne	2008	4.57			30402.83		1119.68	76053.49	1.09	288.19		7.3	FR
FR011	Saint-Étienne	2009				29306.64		1117.5	75631.78		288.75		9.5	FR
FR011	Saint-Étienne	2010				28743.96		1115.21	73106.3		289.34		9.15	FR
FR011	Saint-Étienne	2011		0.037	24368.0	29691.97	0.331	1112.8	75716.48		289.97		8.95	FR
FR011	Saint-Étienne	2012				29869.09		1110.31	75440.51		290.62	16.2	9.45	FR
FR013	Rennes	2000	5.63			33410.54		580.73	79504.52	1.54	153.25		6.47	FR
FR013	Rennes	2001				33458.01		573.13	74084.56	2.37	155.28		5.28	FR
FR013	Rennes	2002				33646.56		565.57	74126.92	2.06	157.36		6.11	FR
FR013	Rennes	2003				34135.24		557.99	76922.66	2.36	159.5		5.71	FR
FR013	Rennes	2004				35732.28		550.43	81704.54	2.38	161.69		5.97	FR
FR013	Rennes	2005	5.4			36713.43		542.89	86933.71	3.07	163.93		6.32	FR
FR013	Rennes	2006				36938.63		535.35	86001.24	2.9	166.24	-4.44	7.0	FR
FR013	Rennes	2007				36778.02		527.83	86117.86	2.56	168.61		6.16	FR
FR013	Rennes	2008	5.15			36318.06		520.34	83346.05	2.34	171.04		4.94	FR
FR013	Rennes	2009				35036.03		512.86	79245.77		173.53		5.39	FR
FR013	Rennes	2010				34897.79		505.4	81105.01		176.09		6.63	FR
FR013	Rennes	2011		0.034	30787.0	35839.5	0.346	497.96	83776.39		178.73		6.71	FR
FR013	Rennes	2012				35778.3		490.53	84472.73		181.43	2.7	7.91	FR
FR026	Grenoble	2000	6.79			34167.48		1159.16	85346.77	3.45	229.62		8.36	FR
FR026	Grenoble	2001				34193.16		1153.89	83216.48	4.46	230.67		7.22	FR
FR026	Grenoble	2002				33769.95		1148.59	82339.85	4.46	231.74		6.92	FR
FR026	Grenoble	2003				33690.7		1143.24	79710.85	4.46	232.82		7.07	FR
FR026	Grenoble	2004				34835.87		1137.84	82221.76	4.16	233.93		8.13	FR
FR026	Grenoble	2005	6.74			34847.45		1132.41	81686.62	5.77	235.05		8.01	FR
FR026	Grenoble	2006				35776.05		1126.93	83312.23	4.38	236.19	-1.62	7.45	FR
FR026	Grenoble	2007				35875.96		1121.39	83377.21	4.79	237.36		6.5	FR
FR026	Grenoble	2008	6.36			35826.06		1115.82	84414.26	5.58	238.54		6.49	FR
FR026	Grenoble	2009				34456.95		1110.21	82440.12		239.75		8.48	FR
FR026	Grenoble	2010				34839.83		1104.56	82202.2		240.97		8.09	FR
FR026	Grenoble	2011		0.054	28652.0	35466.31	0.348	1098.87	84198.84		242.22		7.72	FR
FR026	Grenoble	2012				34952.04		1093.13	82321.26		243.49	19.0	7.97	FR
FR032	Toulon	2000	3.99			27071.31		14.53	86915.13	0.41	493.4		15.37	FR
FR032	Toulon	2001				27734.25		14.45	88228.16	0.29	496.11		13.28	FR
FR032	Toulon	2002				28287.64		14.37	87562.07	0.34	498.87		12.03	FR
FR032	Toulon	2003				28732.51		14.29	79350.45	0.24	501.67		10.19	FR
FR032	Toulon	2004				29516.49		14.21	81715.54	0.3	504.51		10.3	FR
FR032	Toulon	2005	3.87			30288.77		14.13	85038.89	0.37	507.4		10.92	FR
FR032	Toulon	2006				30656.79		14.05	88925.68	0.38	510.33	-2.49	12.03	FR
FR032	Toulon	2007				30655.31		13.96	84713.58	0.35	513.31		9.65	FR
FR032	Toulon	2008	3.73			27654.6		13.88	74858.45	0.43	516.33		8.56	FR
FR032	Toulon	2009				27027.55		13.8	74358.45		519.4		9.92	FR
FR032	Toulon	2010				27216.78		13.72	76582.93		522.52		9.93	FR
FR032	Toulon	2011		0.046	27002.0	27496.98	0.333	13.63	76934.07		525.69		9.94	FR
FR032	Toulon	2012				27426.52		13.55	77381.02		528.91	6.5	9.8	FR
FR203	Marseille	2000	10.58			33207.19		51.49	100310.29	1.0	379.41		16.13	FR
FR203	Marseille	2001				33943.67		51.13	101391.82	1.06	382.02		14.01	FR
FR203	Marseille	2002				33626.94		50.78	98817.82	0.93	384.67		12.66	FR
FR203	Marseille	2003				33989.69		50.43	88539.74	0.86	387.34		10.71	FR
FR203	Marseille	2004				35363.38		50.08	92365.8	0.96	390.06		10.59	FR
FR203	Marseille	2005	10.18			36152.19		49.73	96546.97	1.19	392.8		11.43	FR
FR203	Marseille	2006				36921.68		49.38	100261.4	1.06	395.58	-1.94	12.82	FR
FR203	Marseille	2007				36784.36		49.03	95332.39	1.16	398.4		10.4	FR
FR203	Marseille	2008	9.53			36543.95		48.68	92917.79	1.22	401.25		9.07	FR
FR203	Marseille	2009				35824.27		48.33	90075.34		404.14		10.17	FR
FR203	Marseille	2010				37015.14		47.99	95327.31		407.07		11.19	FR
FR203	Marseille	2011		0.061	27953.0	36959.9	0.362	47.64	94025.84		410.04		11.06	FR
FR203	Marseille	2012				37492.16		47.29	95397.74		413.05	12.7	10.73	FR
FR205	Nice	2000	7.22			33733.48		244.39	96713.86	1.39	258.38		11.63	FR
FR205	Nice	2001				34922.77		243.11	98663.19	1.36	259.73		9.99	FR
FR205	Nice	2002				34895.9		241.83	96456.2	1.44	261.11		9.68	FR
FR205	Nice	2003				35288.93		240.54	86691.27	1.58	262.51		8.51	FR
FR205	Nice	2004				36425.85		239.25	89851.88	1.43	263.93		8.46	FR
FR205	Nice	2005	7.14			36980.5		237.95	92741.84	2.01	265.37		8.96	FR
FR205	Nice	2006				37801.09		236.65	95496.03	2.11	266.83	-2.71	9.68	FR
FR205	Nice	2007				37919.26		235.33	91870.01	2.22	268.32		7.61	FR
FR205	Nice	2008	6.82			36852.8		234.02	87951.48	2.06	269.83		6.63	FR
FR205	Nice	2009				35749.44		232.7	85986.6		271.36		8.12	FR
FR205	Nice	2010				36935.75		231.37	90068.81		272.91		8.52	FR
FR205	Nice	2011		0.045	29608.0	37120.76	0.357	230.04	89301.64		274.49		8.52	FR
FR205	Nice	2012				37137.41		228.71	89757.42		276.1	26.6	8.69	FR
FR215	Rouen	2000	20.89			32195.49		698.89	78240.21	0.39	233.61		11.66	FR
FR215	Rouen	2001				32318.64		696.43	82379.64	0.54	234.44		9.39	FR
FR215	Rouen	2002				32215.0		693.9	86394.81	0.64	235.29		10.56	FR
FR215	Rouen	2003				32534.51		691.31	81805.02	0.6	236.17		9.15	FR
FR215	Rouen	2004				33188.41		688.64	80469.55	0.43	237.09		8.56	FR
FR215	Rouen	2005	20.46			33349.54		685.89	80011.53	0.66	238.04		8.25	FR
FR215	Rouen	2006				33721.93		683.08	83915.54	0.66	239.02	-1.04	9.52	FR
FR215	Rouen	2007				34662.67		680.16	86154.72	0.64	240.04		9.23	FR
FR215	Rouen	2008	18.54			33370.24		677.19	82946.19	0.68	241.1		9.13	FR
FR215	Rouen	2009				31989.7		674.12	79968.5		242.19		10.56	FR
FR215	Rouen	2010				32486.72		670.98	82931.21		243.33		10.23	FR
FR215	Rouen	2011		0.057	26901.0	33217.99	0.349	667.76	82399.76		244.5		9.47	FR
FR215	Rouen	2012				33490.53		664.45	85805.02		245.72	10.9	11.58	FR
FRA	France	2000	6.95			34017.17			88397.65	0.8	108.2		9.76	FR
FRA	France	2001				34405.19			86117.69	0.84	108.95		8.61	FR
FRA	France	2002				34523.09			86268.9	0.85	109.72		8.7	FR
FRA	France	2003				34521.07			84335.5	0.88	110.49		8.58	FR
FRA	France	2004				35233.4			86893.21	0.98	111.23		9.21	FR
FRA	France	2005	6.8			35498.02			86729.52	1.04	112.07		8.88	FR
FRA	France	2006				36040.35			88126.97	1.06	112.87		8.83	FR
FRA	France	2007				36654.9			88651.12	1.1	113.6		8.0	FR
FRA	France	2008	6.48			36510.19			87639.09	1.11	114.23		7.39	FR
FRA	France	2009				35225.9			85840.87		114.83		9.12	FR
FRA	France	2010				35758.77			87364.02		115.38		9.28	FR
FRA	France	2011				36348.86			89026.0		115.95		9.17	FR
FRA	France	2012				36286.27			89314.96		116.51	13.0	9.83	FR
FRA	France	2013				36208.38			89467.74		117.03		9.89	FR
GBR	United Kingdom	2000	9.18			32314.81			69675.79	0.99	242.4		5.56	GB
GBR	United Kingdom	2001				33055.21			70824.45	0.99	243.29		4.7	GB
GBR	United Kingdom	2002				33728.74			72097.83	1.0	244.28		5.04	GB
GBR	United Kingdom	2003				35024.42			74408.98	0.99	245.36		4.81	GB
GBR	United Kingdom	2004				35708.43			75550.8	1.0	246.56		4.6	GB
GBR	United Kingdom	2005	9.13			36473.75			76572.74	0.99	248.16		4.76	GB
GBR	United Kingdom	2006				37311.57			77885.2	1.08	249.97		5.35	GB
GBR	United Kingdom	2007				37981.34			79275.11	1.05	251.84		5.26	GB
GBR	United Kingdom	2008	8.64			37548.82			78317.32	0.98	253.89		5.62	GB
GBR	United Kingdom	2009				35657.65			76131.56		255.84		7.54	GB
GBR	United Kingdom	2010				36067.22			77410.1		257.77		7.79	GB
GBR	United Kingdom	2011				36362.54			78261.45		259.88		8.04	GB
GBR	United Kingdom	2012				36329.65			77941.17		261.83	-4.6	7.89	GB
GBR	United Kingdom	2013				36582.75			78296.07		264.34		7.53	GB
GR001	Athens	2000	4.55			31469.83		0.93	85730.81		2226.36		12.33	GR
GR001	Athens	2001				32667.5		0.94	82044.31		2216.95		10.44	GR
GR001	Athens	2002				34446.76		0.94	83589.43		2207.97		9.43	GR
GR001	Athens	2003				36887.35		0.94	88025.39		2199.42		8.91	GR
GR001	Athens	2004				39412.7		0.95	89810.93		2191.29		9.32	GR
GR001	Athens	2005	5.1			39926.72		0.95	90170.3		2183.6		9.1	GR
GR001	Athens	2006				42844.61		0.95	94849.14		2176.34	2.25	8.49	GR
GR001	Athens	2007				44829.86		0.96	98139.47		2169.52		7.79	GR
GR001	Athens	2008	5.13			44822.99		0.96	96033.57		2163.15		6.68	GR
GR001	Athens	2009				43367.87		0.96	94147.58		2157.23		9.07	GR
GR001	Athens	2010				41327.19		0.96	93883.88		2151.75		12.57	GR
GR001	Athens	2011				37782.44		0.97	93023.19		2146.74		18.0	GR
GR001	Athens	2012				35437.53		0.97	96945.61		2142.19	35.6	25.82	GR
GR001	Athens	2013				33292.64		0.97	95963.12		2138.12		28.68	GR
GR002	Thessalonica	2000	3.64			20167.56		42.33	54303.85		677.35		10.92	GR
GR002	Thessalonica	2001				21028.97		42.38	55245.44		676.59		10.88	GR
GR002	Thessalonica	2002				21342.56		42.41	56770.37		676.14		10.95	GR
GR002	Thessalonica	2003				22588.65		42.42	57506.55		676.01		10.05	GR
GR002	Thessalonica	2004				23776.21		42.4	61772.72		676.19		11.89	GR
GR002	Thessalonica	2005	4.16			23811.09		42.37	60977.59		676.7		11.21	GR
GR002	Thessalonica	2006				25351.0		42.32	62673.04		677.53	-0.03	9.47	GR
GR002	Thessalonica	2007				26391.81		42.25	65193.08		678.7		9.09	GR
GR002	Thessalonica	2008	4.05			26258.92		42.15	64814.58		680.21		8.44	GR
GR002	Thessalonica	2009				24858.68		42.04	63043.84		682.06		10.08	GR
GR002	Thessalonica	2010				23153.73		41.9	60976.35		684.27		13.66	GR
GR002	Thessalonica	2011				21293.85		41.75	61766.24		686.84		19.75	GR
GR002	Thessalonica	2012				19521.58		41.57	62498.55		689.77	41.9	26.18	GR
GR002	Thessalonica	2013				18747.03		41.37	64171.29		693.08		30.15	GR
GRC	Greece	2000	8.16			24812.7			66022.01	0.05	83.42		11.25	GR
GRC	Greece	2001				25675.2			66449.05	0.07	83.63		10.46	GR
GRC	Greece	2002				26396.62			67614.04	0.08	83.91		9.98	GR
GRC	Greece	2003				28052.51			70710.29	0.08	84.2		9.41	GR
GRC	Greece	2004				29350.39			73480.13	0.06	84.46		10.31	GR
GRC	Greece	2005	8.62			29499.38			73575.85	0.09	84.79		9.99	GR
GRC	Greece	2006				31095.78			76409.97	0.08	85.04		9.01	GR
GRC	Greece	2007				32061.57			78480.19	0.11	85.4		8.4	GR
GRC	Greece	2008	8.43			31799.44			77343.48	0.1	85.72		7.76	GR
GRC	Greece	2009				30276.07			74828.95		86.08		9.62	GR
GRC	Greece	2010				28513.14			73430.31		86.42		12.71	GR
GRC	Greece	2011				25974.74			72459.19		86.45		17.86	GR
GRC	Greece	2012				24675.36			74280.06		85.03	9.2	24.44	GR
GRC	Greece	2013				23843.89			75080.62		84.56		27.47	GR
HU001	Budapest	2000	9.49			26918.46		426.06	64997.12		460.0		5.28	HU
HU001	Budapest	2001				28313.72		425.34	68850.08		460.78		4.34	HU
HU001	Budapest	2002				30615.26		424.58	73832.33		461.6		4.01	HU
HU001	Budapest	2003				31025.59		423.78	73838.74		462.48		4.02	HU
HU001	Budapest	2004				32722.29		422.94	76813.46		463.39		4.56	HU
HU001	Budapest	2005	10.4			34703.03		422.06	80867.36		464.36		5.1	HU
HU001	Budapest	2006				36861.43		421.13	85997.53		465.38	1.36	5.12	HU
HU001	Budapest	2007				37497.03		420.17	87540.66		466.44		4.81	HU
HU001	Budapest	2008	9.45			38126.05		419.17	89450.74		467.56		4.56	HU
HU001	Budapest	2009				36399.28		418.12	87365.73		468.73		6.55	HU
HU001	Budapest	2010				36383.2		417.03	89248.69		469.96		8.96	HU
HU001	Budapest	2011				36500.99		415.9	88842.7		471.24		9.05	HU
HU001	Budapest	2012				35963.7		414.72	85276.71		472.58	11.7	9.52	HU
HUN	Hungary	2000	5.98			17220.17			46240.34	0.18	109.87		6.56	HU
HUN	Hungary	2001				17900.85			47316.41	0.17	109.65		5.67	HU
HUN	Hungary	2002				18751.69			49331.8	0.17	109.37		5.61	HU
HUN	Hungary	2003				19522.32			50458.04	0.17	109.02		5.79	HU
HUN	Hungary	2004				20509.33			53283.91	0.19	108.75		5.83	HU
HUN	Hungary	2005	6.16			21423.4			55447.74	0.19	108.54		7.19	HU
HUN	Hungary	2006				22318.91			57248.84	0.2	108.32		7.49	HU
HUN	Hungary	2007				22456.2			57931.75	0.25	108.2		7.41	HU
HUN	Hungary	2008	6.05			22700.26			59255.44	0.22	107.98		7.82	HU
HUN	Hungary	2009				21243.76			56858.47		107.83		10.03	HU
HUN	Hungary	2010				21446.97			57544.17		107.65		11.17	HU
HUN	Hungary	2011				21896.95			58168.6		107.34		11.03	HU
HUN	Hungary	2012				21690.07			56287.46		106.76	16.3	11.0	HU
HUN	Hungary	2013				22072.26			56183.64		106.51		10.18	HU
IE001	Dublin	2000	12.13			53106.65		26.14	107876.43		287.62		3.46	IE
IE001	Dublin	2001				53617.01		25.76	107516.52		291.88		3.15	IE
IE001	Dublin	2002				53130.01		25.37	107749.13		296.42		3.88	IE
IE001	Dublin	2003				54431.91		24.96	111046.93		301.25		4.05	IE
IE001	Dublin	2004				57541.25		24.54	117217.05		306.41		4.06	IE
IE001	Dublin	2005	12.78			61535.54		24.11	121620.71		311.92		4.18	IE
IE001	Dublin	2006				62969.61		23.66	121035.31		317.82	5.93	4.33	IE
IE001	Dublin	2007				65039.88		23.2	121523.95		324.15		4.49	IE
IE001	Dublin	2008	12.37			63065.8		22.72	120827.56		330.94		5.73	IE
IE001	Dublin	2009				57543.73		22.23	121760.21		338.26		10.61	IE
IE001	Dublin	2010				57273.71		21.72	128557.37		346.16		12.2	IE
IE001	Dublin	2011				56195.8		21.2	131498.17		354.71		12.86	IE
IE001	Dublin	2012				55269.51		20.66	132716.29		363.98	11.4	12.66	IE
IRL	Ireland	2000	13.28			40591.49			90323.09	0.57	55.23		4.25	IR
IRL	Ireland	2001				42116.57			92261.87	0.66	56.04		3.93	IR
IRL	Ireland	2002				43810.43			96169.55	0.66	57.02		4.45	IR
IRL	Ireland	2003				44372.32			97178.48	0.66	57.96		4.58	IR
IRL	Ireland	2004				45658.99			98312.91	0.75	58.91		4.49	IR
IRL	Ireland	2005	12.97			47277.98			99039.13	0.78	60.12		4.39	IR
IRL	Ireland	2006				48720.79			99839.15	0.85	61.53		4.5	IR
IRL	Ireland	2007				49569.53			100386.17	1.0	63.46		4.68	IR
IRL	Ireland	2008	12.1			47001.71			98441.35	0.96	65.18		6.4	IR
IRL	Ireland	2009				43388.81			100022.84		66.11		12.01	IR
IRL	Ireland	2010				43001.11			103937.11		66.52		13.85	IR
IRL	Ireland	2011				43986.77			108733.05		66.83		14.62	IR
IRL	Ireland	2012				43736.05			109059.48		67.0	5.7	14.67	IR
IRL	Ireland	2013				43731.88			106728.08		67.13		13.04	IR
IT001	Rome	2000	10.36			47836.13		251.93	122766.44	0.33	651.06		11.05	IT
IT001	Rome	2001				48928.59		250.04	124464.71	0.38	655.97		9.98	IT
IT001	Rome	2002				49323.37		248.15	122641.81	0.36	660.98		7.93	IT
IT001	Rome	2003				48662.53		246.25	120883.8	0.46	666.08		8.03	IT
IT001	Rome	2004				50172.53		244.34	122254.22	0.5	671.29		7.47	IT
IT001	Rome	2005	9.98			50376.28		242.42	123101.38	0.48	676.6		7.35	IT
IT001	Rome	2006				51118.84		240.49	124073.8	0.56	682.02	-0.08	7.21	IT
IT001	Rome	2007				51745.1		238.56	125180.13	0.58	687.55		5.88	IT
IT001	Rome	2008	9.11			50748.42		236.61	120970.34	0.52	693.2		7.04	IT
IT001	Rome	2009				48924.74		234.66	117680.22		698.96		8.05	IT
IT001	Rome	2010				48383.29		232.7	116634.37		704.85		8.94	IT
IT001	Rome	2011				48318.78		230.73	117279.51		710.86		8.48	IT
IT001	Rome	2012				46580.67		228.76	112375.55		717.0	6.4	9.97	IT
IT002	Milan	2000	7.61			53499.91		24.21	122944.47	0.92	1458.8		5.1	IT
IT002	Milan	2001				54448.24		24.09	123924.61	0.98	1466.1		4.52	IT
IT002	Milan	2002				54660.97		23.97	122301.67	1.07	1473.55		4.47	IT
IT002	Milan	2003				54546.55		23.85	123087.24	1.1	1481.16		4.41	IT
IT002	Milan	2004				54944.81		23.72	122059.52	1.07	1488.94		4.6	IT
IT002	Milan	2005	8.01			55725.72		23.59	122273.36	1.16	1496.9		4.19	IT
IT002	Milan	2006				55522.97		23.47	120479.01	1.33	1505.03	-0.16	3.85	IT
IT002	Milan	2007				56364.87		23.34	123063.32	1.22	1513.34		3.7	IT
IT002	Milan	2008	7.43			59423.79		23.21	129558.03	1.16	1521.84		3.81	IT
IT002	Milan	2009				56189.24		23.08	125753.02		1530.53		5.59	IT
IT002	Milan	2010				58845.9		22.94	133943.44		1539.42		5.87	IT
IT002	Milan	2011				58783.46		22.81	133883.12		1548.5		5.81	IT
IT002	Milan	2012				57074.17		22.67	130174.31		1557.8	5.0	7.7	IT
IT003	Naples	2000	6.77			22359.43		13.11	86255.04	0.1	2258.37		26.73	IT
IT003	Naples	2001				23068.44		13.1	87164.69	0.11	2259.81		25.32	IT
IT003	Naples	2002				23425.71		13.09	85646.88	0.08	2261.38		23.8	IT
IT003	Naples	2003				23290.43		13.08	84729.01	0.11	2263.1		22.85	IT
IT003	Naples	2004				23578.76		13.07	78592.74	0.11	2264.96		17.54	IT
IT003	Naples	2005	7.01			23753.39		13.06	81551.26	0.18	2266.97		16.25	IT
IT003	Naples	2006				23932.76		13.05	82489.83	0.19	2269.12	0.97	14.02	IT
IT003	Naples	2007				24131.2		13.04	84262.85	0.16	2271.44		11.96	IT
IT003	Naples	2008	6.59			24104.42		13.02	86754.57	0.17	2273.92		13.52	IT
IT003	Naples	2009				22978.25		13.01	86740.47		2276.57		14.05	IT
IT003	Naples	2010				22693.61		12.99	87487.68		2279.38		15.03	IT
IT003	Naples	2011				22199.92		12.97	86525.37		2282.37		16.84	IT
IT003	Naples	2012				21805.57		12.96	83907.82		2285.54	31.3	21.36	IT
IT004	Turin	2000	8.24			41818.68		251.18	98350.69	0.5	947.04		7.85	IT
IT004	Turin	2001				41506.3		250.34	97990.22	0.5	950.23		6.21	IT
IT004	Turin	2002				40910.1		249.49	97245.37	0.74	953.45		6.17	IT
IT004	Turin	2003				40586.09		248.63	95750.22	0.84	956.73		5.95	IT
IT004	Turin	2004				40815.99		247.77	98387.75	0.96	960.06		6.18	IT
IT004	Turin	2005	8.72			41175.97		246.9	97810.72	1.13	963.43		4.86	IT
IT004	Turin	2006				41612.15		246.03	98297.17	1.1	966.86	0.57	4.2	IT
IT004	Turin	2007				41637.48		245.15	98269.19	0.93	970.33		4.63	IT
IT004	Turin	2008	8.07			41603.76		244.26	96760.77	1.07	973.85		5.64	IT
IT004	Turin	2009				37851.35		243.37	91200.44		977.44		8.28	IT
IT004	Turin	2010				39019.0		242.47	95630.31		981.07		9.31	IT
IT004	Turin	2011				39628.85		241.56	95401.58		984.76		9.06	IT
IT004	Turin	2012				38236.65		240.64	92981.34		988.5	9.3	9.78	IT
IT005	Palermo	2000	2.38			20491.25		44.95	83022.92	0.08	1114.43		28.59	IT
IT005	Palermo	2001				22247.34		44.95	85232.87	0.05	1114.57		25.03	IT
IT005	Palermo	2002				22120.35		44.94	85883.78	0.06	1114.79		23.44	IT
IT005	Palermo	2003				22063.79		44.92	87644.22	0.1	1115.11		22.91	IT
IT005	Palermo	2004				22436.08		44.91	78617.42	0.13	1115.53		20.26	IT
IT005	Palermo	2005	2.44			23256.63		44.89	80612.89	0.13	1116.04		19.0	IT
IT005	Palermo	2006				23687.41		44.86	81993.3	0.19	1116.64	0.09	18.3	IT
IT005	Palermo	2007				23890.79		44.83	81026.5	0.15	1117.35		15.39	IT
IT005	Palermo	2008	2.31			24732.94		44.8	84736.81	0.12	1118.16		16.93	IT
IT005	Palermo	2009				23902.29		44.76	82268.24		1119.07		17.64	IT
IT005	Palermo	2010				23983.38		44.72	85775.03		1120.09		18.39	IT
IT005	Palermo	2011				23190.37		44.68	84256.48		1121.22		15.62	IT
IT005	Palermo	2012				22171.86		44.63	81415.46		1122.46	5.3	19.13	IT
IT006	Genova	2000	9.68			40855.98		322.36	114974.65	0.28	663.74		10.11	IT
IT006	Genova	2001				42426.05		323.39	116075.26	0.41	661.63		7.52	IT
IT006	Genova	2002				41667.7		324.42	112581.24	0.34	659.53		8.0	IT
IT006	Genova	2003				42120.02		325.46	106080.82	0.5	657.44		7.22	IT
IT006	Genova	2004				42611.73		326.49	107133.39	0.43	655.36		5.14	IT
IT006	Genova	2005	10.52			42798.37		327.52	108993.41	0.41	653.29		5.46	IT
IT006	Genova	2006				43541.44		328.56	112305.11	0.7	651.23	2.36	5.04	IT
IT006	Genova	2007				44515.61		329.59	111903.31	0.71	649.19		4.4	IT
IT006	Genova	2008	9.88			45000.43		330.63	111500.26	0.63	647.15		5.41	IT
IT006	Genova	2009				42845.23		331.67	104609.62		645.13		5.57	IT
IT006	Genova	2010				42722.31		332.71	106121.4		643.11		6.49	IT
IT006	Genova	2011				41979.48		333.74	104860.86		641.11		6.99	IT
IT006	Genova	2012				41060.52		334.78	103224.2		639.12	4.4	7.71	IT
IT007	Florence	2000	5.49			46484.08		523.05	117145.08	0.54	403.34		5.63	IT
IT007	Florence	2001				46916.24		521.48	116493.3	0.67	404.56		4.15	IT
